,역명,이름,주소,전화번호,위도,경도,링크
0,가산디지털단지,가산D.C역 개방화장실,서울 금천구 가산동 34-83,,37.481686387825,126.88284063959401,http://place.map.kakao.com/26332913
1,청량리,청량리 개방화장실,서울 동대문구 청량리동 235-11,,37.581334253727704,127.04533935387786,http://place.map.kakao.com/26331085
2,청량리,동대문세무서 개방화장실,서울 동대문구 청량리동 235-5,,37.583237972785845,127.04782558654794,http://place.map.kakao.com/26332925
3,청량리,청량리역 개방화장실,서울 동대문구 청량리동 819,,37.58022614096847,127.04505339058123,http://place.map.kakao.com/26331378
4,청량리,청량리역 개방화장실,서울 동대문구 전농동 591-53,,37.58013315715571,127.04780548677601,http://place.map.kakao.com/1303962648
5,종로5가,광장시장 만남의쉼터 개방화장실,서울 종로구 예지동 269-155,,37.569844468226854,127.00005433366691,http://place.map.kakao.com/26333792
6,종로5가,종로5가역 개방화장실,서울 종로구 종로5가 82-1,,37.5708968155055,127.00190170509799,http://place.map.kakao.com/26335450
7,종로5가,신진시장 만남의 장소 개방화장실,서울 종로구 종로5가 225-21,,37.5702191793604,127.00493080497299,http://place.map.kakao.com/26335874
8,종로5가,서울종로5가우체국 1층 개방화장실,서울 종로구 종로5가 98-6,,37.57117253215442,127.00087161804986,http://place.map.kakao.com/26332654
9,종로5가,종로5가 지하상가 개방화장실,서울 종로구 종로5가 82-1,,37.57105897953979,127.002680504426,http://place.map.kakao.com/26336295
10,종로5가,종로5가파출소 1층 개방화장실,서울 종로구 종로5가 138-1,,37.570731036497506,127.00162550146901,http://place.map.kakao.com/26335284
11,종로5가,광장골목시장수도직물 3층 개방화장실,서울 종로구 예지동 257-16,,37.5695183049405,126.99916688740689,http://place.map.kakao.com/26335573
12,종로5가,방산시장-A 개방화장실,서울 중구 주교동 19-1,,37.568712815226,127.00078782625098,http://place.map.kakao.com/26334138
13,종로5가,종로5가 무인자동 개방화장실,서울 종로구 종로5가 398-2,,37.5701868348665,127.00165718442601,http://place.map.kakao.com/26336006
14,종로5가,방산시장-B 개방화장실,서울 중구 주교동 19-1,,37.568712815226,127.00078782625098,http://place.map.kakao.com/26332676
15,종로5가,"광장시장 합동,화창빌딩 개방화장실",서울 종로구 종로4가 158-1,,37.5704066875682,126.999347991096,http://place.map.kakao.com/26334765
16,종로5가,청계5가 지하상가 개방화장실,서울 중구 방산동 4-16,,37.5689542664622,127.00207371027399,http://place.map.kakao.com/26870721
17,종로5가,광장시장 3층동관부 개방화장실,서울 종로구 종로4가 165-2,,37.5704427287814,127.000307893242,http://place.map.kakao.com/26335117
18,종로5가,광장시장 1층청과부 개방화장실,서울 종로구 종로4가 165-2,,37.5704427287814,127.000307893242,http://place.map.kakao.com/26334603
19,종로5가,"서울시중부교육청 1,2,3층 개방화장실",서울 종로구 효제동 255-22,,37.57185905729913,127.00293183307896,http://place.map.kakao.com/26332599
20,종로5가,광장골목시장평아직물 2층 개방화장실,서울 종로구 예지동 296-23,,37.5696678722266,127.00046183507799,http://place.map.kakao.com/26331936
21,종각,종각역 개방화장실,서울 종로구 종로2가 6,,37.5703839736884,126.983944285671,http://place.map.kakao.com/26335752
22,종각,다동소공원 1층 개방화장실,서울 중구 다동 51-21,,37.567817418097775,126.98049021458941,http://place.map.kakao.com/26332039
23,종각,태평로파출소 개방화장실,서울 중구 다동 46,,37.5680047380065,126.979969480906,http://place.map.kakao.com/26335591
24,종각,영풍빌딩 개방화장실,서울 종로구 서린동 33,,37.5696629212919,126.982160489404,http://place.map.kakao.com/26335363
25,종각,한외빌딩 개방화장실,서울 중구 다동 70,,37.5682140342974,126.981599399314,http://place.map.kakao.com/26335693
26,종각,서울글로벌센터 개방화장실,서울 종로구 서린동 63,,37.5698340079676,126.98149486128099,http://place.map.kakao.com/2040495053
27,종각,한국관광공사 서울센터점 개방화장실,서울 중구 다동 10,,37.568525786886504,126.981651391469,http://place.map.kakao.com/2001736225
28,제기동,제기동 주민센터 개방화장실,서울 동대문구 제기동 830-1,,37.583119073770106,127.037800302112,http://place.map.kakao.com/26336034
29,동묘앞,이케이에너지 강산주유소 개방화장실,서울 성북구 보문동7가 138,,37.5779656418568,127.022768278622,http://place.map.kakao.com/26333602
30,동묘앞,신설역 개방화장실,서울 동대문구 신설동 76-41,,37.5761200480195,127.024551821736,http://place.map.kakao.com/26332587
31,동묘앞,경영빌딩 개방화장실,서울 동대문구 신설동 101-2,02-2127-4378,37.5757191226561,127.0244690511637,http://place.map.kakao.com/26342047
32,회기,동서울충전소 개방화장실,서울 동대문구 휘경동 267-10,,37.5896838092498,127.05942962896098,http://place.map.kakao.com/26336328
33,회기,회기역 1호선 개방화장실,서울 동대문구 휘경동 317-101,,37.58974577079321,127.05803474306101,http://place.map.kakao.com/1104063063
34,창동,월드프라자 개방화장실,서울 도봉구 창동 4,,37.6529270278816,127.04919496910101,http://place.map.kakao.com/26331878
35,창동,이마트 개방화장실,서울 도봉구 창동 135-26,,37.6518322298807,127.047245152171,http://place.map.kakao.com/26334854
36,창동,킹프라자 개방화장실,서울 도봉구 창동 5-1,,37.652578440569656,127.04897149757096,http://place.map.kakao.com/26331560
37,창동,창동역 개방화장실,서울 도봉구 창동 20,,37.653356231061395,127.04838386833599,http://place.map.kakao.com/26335224
38,창동,점보타운 개방화장실,서울 도봉구 창동 10-1,,37.65281044606614,127.05003913323894,http://place.map.kakao.com/26333604
39,창동,다모아빌딩 개방화장실,서울 도봉구 창동 5,,37.6527974502108,127.048800526795,http://place.map.kakao.com/26331823
40,창동,우림빌딩 개방화장실,서울 도봉구 창동 134-36,,37.6531228373077,127.046235142751,http://place.map.kakao.com/26331032
41,창동,하나빌딩 개방화장실,서울 도봉구 창동 8-1,,37.652345674724174,127.04971812509542,http://place.map.kakao.com/26333097
42,월계,노원경찰서 월계지구대 개방화장실,서울 노원구 월계동 320-5,,37.6336737747399,127.059265250861,http://place.map.kakao.com/26333444
43,용산,용산역 개방화장실,서울 용산구 한강로3가 40-999,,37.5300691552206,126.96481953979999,http://place.map.kakao.com/26332743
44,외대앞,신이문역 4번출구 개방화장실,서울 동대문구 이문동 360-4,,37.60078551623587,127.06675049345228,http://place.map.kakao.com/26333478
45,외대앞,이문고가 개방화장실,서울 동대문구 이문동 184-85,,37.60198248677797,127.06753407751594,http://place.map.kakao.com/26332096
46,외대앞,이문2제방 개방화장실,서울 동대문구 이문2동 98-1,,37.5979498732759,127.06871263397801,http://place.map.kakao.com/26331263
47,오류동,오류동역 개방화장실,서울 구로구 오류동 66,,37.4943426985178,126.844464925573,http://place.map.kakao.com/1303963606
48,영등포,영등포역 지하상가 개방화장실,서울 영등포구 영등포동4가 440-10,,37.516788988261105,126.906426797863,http://place.map.kakao.com/26869004
49,영등포,영등포로타리 지하상가 개방화장실,서울 영등포구 영등포동4가 53-3,,37.518201191239704,126.90571013475599,http://place.map.kakao.com/26869005
50,영등포,영등포역 개방화장실,서울 영등포구 영등포동 618-496,,37.515735569628795,126.907385051879,http://place.map.kakao.com/1221960730
51,영등포,삼보빌딩 개방화장실,서울 영등포구 영등포동1가 143-3,,37.516975002686976,126.90925897007335,http://place.map.kakao.com/26332108
52,영등포,SK남부주유소 개방화장실,서울 영등포구 영등포동 426-90,,37.515342230349795,126.90449211436399,http://place.map.kakao.com/26334494
53,영등포,영등포본동주민센터 개방화장실,서울 영등포구 영등포동 592-70,,37.514664873784206,126.909316060756,http://place.map.kakao.com/26334767
54,영등포,광야교회 뒤 개방화장실,서울 영등포구 영등포동 618-50,,37.5134484316929,126.906887932535,http://place.map.kakao.com/26334712
55,영등포,영등포역 지하 개방화장실,서울 영등포구 영등포동 618-496,,37.51585062159371,126.90703312672102,http://place.map.kakao.com/26335189
56,영등포,영등포본동제1공영 개방화장실,서울 영등포구 영등포동 592-10,,37.5143980413607,126.90913992998001,http://place.map.kakao.com/26334260
57,신이문,신이문역 개방화장실,서울 동대문구 이문동 360-1,,37.60275456242321,127.067661609813,http://place.map.kakao.com/26332761
58,신이문,이문1제방 개방화장실,서울 동대문구 이문동 22-2,,37.60523970949014,127.07037277037972,http://place.map.kakao.com/26333579
