,역명,이름,주소,전화번호,위도,경도,링크
0,가산디지털단지,신한은행 디지털중앙지점,서울 금천구 가산동 459-11,02-863-0027,37.481912188217294,126.881583034344,http://place.map.kakao.com/1300953058
1,가산디지털단지,KB국민은행 가산디지털종합금융센터,서울 금천구 가산동 60-15,02-2026-6213,37.48044067823902,126.88414503663824,http://place.map.kakao.com/8199478
2,가산디지털단지,우리은행 가산디지털밸리지점,서울 금천구 가산동 505-14,02-868-0066,37.48449503279339,126.88034540590422,http://place.map.kakao.com/10703773
3,가산디지털단지,신한은행 디지털중앙기업금융센터,서울 금천구 가산동 459-11,02-867-6100,37.48220469776236,126.88126599706672,http://place.map.kakao.com/460861099
4,가산디지털단지,IBK기업은행 가산패션타운지점,서울 금천구 가산동 50-3,02-2083-8802,37.4813344906854,126.88415722399701,http://place.map.kakao.com/8213566
5,가산디지털단지,IBK기업은행 가산디지털역지점,서울 금천구 가산동 371-28,02-2026-5544,37.480161515434,126.88247218474301,http://place.map.kakao.com/8227217
6,가산디지털단지,가리봉새마을금고 제1지점,서울 구로구 가리봉동 18-3,02-855-4676,37.484917417233895,126.882854815683,http://place.map.kakao.com/723665715
7,가산디지털단지,KB국민은행ATM 가산라이온스밸리점,서울 금천구 가산동 371-28,,37.4799705378735,126.882508662848,http://place.map.kakao.com/25646207
8,가산디지털단지,하나은행365 가산W센터1층로비,서울 금천구 가산동 371-106,,37.4814893818308,126.88045647690399,http://place.map.kakao.com/919516123
9,가산디지털단지,우리은행 365코너 스타밸리아파트형공장,서울 금천구 가산동 60-11,,37.48168119786929,126.884893852632,http://place.map.kakao.com/840749535
10,가산디지털단지,SC제일은행 365코너 LG가산디지털센터,서울 금천구 가산동 459-9,,37.4820581862644,126.87983259627501,http://place.map.kakao.com/643171286
11,가산디지털단지,KB국민은행ATM 리더스타워빌딩,서울 금천구 가산동 60-15,,37.4803686242602,126.88417228227699,http://place.map.kakao.com/1413725091
12,가산디지털단지,IBK기업은행365 우림라이온스밸리A동지하3층,서울 금천구 가산동 371-28,,37.4807450121874,126.882113999569,http://place.map.kakao.com/1003242405
13,가산디지털단지,하나은행365 구가산디지털역,서울 금천구 가산동 459-11,,37.481913086957896,126.88158077168,http://place.map.kakao.com/1920448214
14,가산디지털단지,IBK기업은행365 에이스테크노10차,서울 금천구 가산동 470-5,,37.4829931287366,126.88131449755699,http://place.map.kakao.com/1122791468
15,가산디지털단지,IBK기업은행365 가산디지털역점,서울 금천구 가산동 54-3,,37.480533331652296,126.88307760514999,http://place.map.kakao.com/896466090
16,가산디지털단지,우리은행 365코너 가산디지털밸리지점,서울 금천구 가산동 505-14,,37.4844339988592,126.880577288726,http://place.map.kakao.com/2044862157
17,가산디지털단지,IBK기업은행365 리더스타워빌딩,서울 금천구 가산동 60-15,,37.4802711113566,126.883964402722,http://place.map.kakao.com/1404358336
18,가산디지털단지,IBK기업은행365 IBK가산패션타운점365,서울 금천구 가산동 50-3,,37.4814387278239,126.88387214789101,http://place.map.kakao.com/1957855540
19,가산디지털단지,CU ATM 가산벚꽃로점,서울 금천구 가산동 40-20,,37.4823711576179,126.882844092909,http://place.map.kakao.com/1002925412
20,가산디지털단지,IBK기업은행365 KCC웰츠밸리,서울 금천구 가산동 470-8,,37.4839392304659,126.879576317291,http://place.map.kakao.com/1818442921
21,가산디지털단지,IBK기업은행365 대륭포스트6차,서울 금천구 가산동 50-3,,37.4814387278239,126.88387214789101,http://place.map.kakao.com/835204760
22,가산디지털단지,KB국민은행ATM 가산디지털종합금융센터점,서울 금천구 가산동 60-15,02-2026-6213,37.48039380257789,126.88412136640899,http://place.map.kakao.com/1995413855
23,가산디지털단지,IBK기업은행365 우림라이온스밸리,서울 금천구 가산동 371-28,,37.4799705378735,126.882508662848,http://place.map.kakao.com/1789062956
24,가산디지털단지,IBK기업은행365 우림라이온스밸리A동,서울 금천구 가산동 371-28,,37.479966159807795,126.88263642678001,http://place.map.kakao.com/660575206
25,가산디지털단지,IBK기업은행365 IBK가산디지털역점1층(무인),서울 금천구 가산동 371-28,,37.479966159807795,126.88263642678001,http://place.map.kakao.com/667075653
26,가산디지털단지,IBK기업은행365 가산디지털역점1층,서울 금천구 가산동 371-28,,37.479966159807795,126.88263642678001,http://place.map.kakao.com/660584596
27,청량리,하나은행 청량리역지점,서울 동대문구 청량리동 317,02-966-1111,37.582731045439,127.04467902746201,http://place.map.kakao.com/10619785
28,청량리,IBK기업은행 청량리지점,서울 동대문구 청량리동 746,02-966-8917,37.5804389251562,127.044659543935,http://place.map.kakao.com/11038186
29,청량리,NH농협은행 청량리지점,서울 동대문구 청량리동 756,02-966-8901,37.580143528967206,127.04431520690201,http://place.map.kakao.com/1457036580
